작성시각(KST),댓글,좋아요,답글수,태도,관심사,집값전망,통장행동,comment_id
2026-09-14 02:49,금수저들 자식들 청약해서 신축아파트 입주하고 팔아서 차익남겨먹는 제도 아닌가?,0,0,부정,제도 불공정,,,Ugyt8Q0CYOVbdXz8GGt4AaABAg
2026-09-14 02:35,"1인가구 되도 못썼는데
결혼하고 내집마련 하려고 보니 소득 높아서 무쓸모
근데 소득 높아도 대출 안나오고 집사긴 턱없이 부족
에라이",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 제도 불공정",하락,,UgylaQYwvk31oNRjPkd4AaABAg
2026-09-14 02:35,1년만에 사회를 이렇게 십창내기도 쉽지 않을텐데 대단하다 대단해…,0,0,해당 없음,,,,UgwWmjMFaWPH1KcD5z54AaABAg
2026-09-14 02:11,심지어 청약 납입횟수로 점수가 달랐는데 요즘 보니까 3년이나 10년이나 점수는 똑같던데,0,0,양가,임대·대출우대 등 부가 기능,,,UgyFhHC6TUQ8gGfaxo94AaABAg
2026-09-14 01:58,나도 한 6년 넣다가 지금상황에 이게 도대체 뭔 효용이 있을까 싶어서 그냥 해지함,0,0,부정,,,해지,UgwZwlBhu6n5zWZNN1F4AaABAg
2026-09-14 01:55,"듣고보니 그렇네.
나도 30중반이고 청약이 있긴한데 그것만 가지고 살긴 좀",0,0,양가,,,,UgwAbE-lhzu7EEEP6P54AaABAg
2026-09-14 04:57,웃긴게 저거 혜지하면 그동안 세금혜택 받은거 다 토해내라함 ㅋㅋ,0,0,해당 없음,,,,UgzXbE8Qm-PGXnfo6_d4AaABAg
2026-09-14 08:31,"부동산 못잡으면 대한민국의 미래는 없다
집때문에  조건만 보고 결혼했다가 이혼하는 가정이 많고 정작 서로 찐사랑인 사람들은 집값 때문에 돈이 없어 결혼을 포기하고 그러다보니 출산율 박살나고 ㅋㅋ",0,0,해당 없음,정부·정치 불신,,,Ugz89Q_2zjjIY-7KZN54AaABAg
2026-09-14 08:31,뭐가 문재인 지 이재명 확 하죠?,0,0,해당 없음,,,,UgwYrRJQ5cLvbUYI3ZZ4AaABAg
2026-09-14 08:30,대재명이 만든 대단한 나라,0,0,해당 없음,,,,Ugwa_osjTtuMnhdEpSN4AaABAg
2026-09-14 08:29,지금 분양가보고도 왜 해지하는지 모르는게 웃기지 ㅋㅋ,0,0,부정,분양가·집값 부담,,,UgyV_lCOArvTPmsLuwF4AaABAg
2026-09-14 08:26,그거 10년 넘게들고있어도 당첨 안되고 신혼분양도 사기인가 싶을정도로 조부모까지 모시는 급의 가점제던데 왜함.,0,0,부정,"가점·당첨확률, 제도 불공정",,,Ugw8IWx-fctG-DPyq0p4AaABAg
2026-09-14 08:25,5:14 ㅋㅋㅋ,0,0,해당 없음,,,,Ugy9hErgeKOnOB7WxGt4AaABAg
2026-09-14 08:24,한참 주식때문에 그랬을수도... 나도 그랬으니까,0,0,해당 없음,,,,UgzP2cPTqwAXmgVjQDZ4AaABAg
2026-09-14 08:22,강남에 돈 많은 사람들이 당첨 돼서 팔아먹거나 자식 명의로 돌리더라.. 로또는 로똔데 ㅈㄴ게 비싸서 중산층 이하는 거들떠 볼수도 없는 로또 ..ㅎ,0,0,부정,"분양가·집값 부담, 가점·당첨확률",,,UgxSp0xFIP3K-ME42fx4AaABAg
2026-09-14 08:06,"문재인, 이재명이 만든 세상.",0,0,해당 없음,,,,Ugz4bEIqjjPknGEMjb94AaABAg
2026-09-14 08:02,소득공제용으로 쓰는거지뭐,0,0,양가,임대·대출우대 등 부가 기능,,,UgxnrVAFcrKBIRM67LV4AaABAg
2026-09-14 08:02,ㅎㅎ이걸아직들고있다니....쩝 ㅎirp나드셈,0,0,해당 없음,,,,Ugyk-dseG1soU0yPial4AaABAg
2026-09-14 07:59,기회가 와도 무슨 돈으로? 😮,0,0,부정,대출규제·자금조달,,,UgxA70OFRVBtXcwk2I54AaABAg
2026-09-14 07:54,어이어이 기본소득이나 받고 살라고 ㅋㅋ,0,0,해당 없음,,,,UgzW5KRKG0U6r__m8X94AaABAg
2026-09-14 06:47,저도 거진 13년 부었는데 결혼도 했고 아들도 하나 있고 당첨도 안되고 분양가도 높고 나보다 높은 점수들이 널렸는데 굳이 부어야 하나 하고 그냥 돈 필요해서 해지해버림,0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 가점·당첨확률",,해지,Ugz43uoLWxXDMm1ljtB4AaABAg
2026-09-14 07:48,신혼부부는 신생아대출할때 이자감면 최대 0.5됨 조건충족할만큼만 하는거 추천,0,0,양가,"대출규제·자금조달, 임대·대출우대 등 부가 기능",,,UgyI2R0L_ofU5YYDw2B4AaABAg
2026-09-14 07:44,"21살부터 청약통장들어서 12년째 넣고 있는데, 그래도 청약이 되지 않는데, 이게 뭔 의미가 있냐",0,0,부정,가점·당첨확률,,,UgwLIAFXgzDJyQ0oDdJ4AaABAg
2026-09-14 07:43,나는 주택청약종합저축으로 해가 이자를 많이 받는 중인데~,0,0,긍정,대체 투자·낮은 금리,,유지,UgzfzSTsWwamsH-cHjd4AaABAg
2026-09-14 07:35,집값좀 어떻게 해라!!!!,0,0,해당 없음,분양가·집값 부담,,,Ugy8y_qBu5xhXqVUFxZ4AaABAg
2026-09-14 07:34,지방 마이너스피 인데 ㅋㅋ,0,0,해당 없음,수도권 집중·지방·인구,,,UgzjynBqAKzUAuKhMfB4AaABAg
2026-09-14 07:22,"회사는 계속 이동하고 안정적이지 못 한데, 비싸고 움직이지 못하는 집이 무슨 의미가 있나?",0,0,부정,분양가·집값 부담,,,UgyKRxzYJanOQSKR38N4AaABAg
2026-09-14 07:20,청약을 깬 다음 예적금과 CD금리액티브로 갑니다... 모두가 적금 깨고 있을 때 주식 들어가면 어떻게 되는지 알지..?,0,0,부정,대체 투자·낮은 금리,,해지,Ugwh_Pza0htxX_TkzGJ4AaABAg
2026-09-14 07:19,20대에 아파트가 있다? ㅋㅋ 99프로가 금수저임,0,0,부정,제도 불공정,,,UgwIbkGlJ5LS74mKEcN4AaABAg
2026-09-14 07:09,널리고 널린게 집이다... ㅉㅉ... 근복적인 원인이 뭔지도 모르고 떠들어대고잇으니.. 에휴..,0,0,해당 없음,,,,Ugwyg9K8Vu_BKBNYtjR4AaABAg
2026-09-14 07:07,ㅈㄴ 웃긴게 청약 무주택 조건중에 부모님도 집이 없어야하는 것도 있음ㅋㅋㅋㅋㅋ,0,0,부정,제도 불공정,,,UgyoWvBVoVD9XTP4HqZ4AaABAg
2026-09-14 07:01,청약통장이었어? 적금아니었던가ㅋㅋㅋ,0,0,해당 없음,,,,UgxBUj04kzsxJ6oRi8p4AaABAg
2026-09-14 06:52,ㄹㅇ 그돈으로 주식 안전빵에 넣지,0,0,부정,대체 투자·낮은 금리,,,Ugwuwdnr3_0lwuasiRp4AaABAg
2026-09-14 06:50,"청약 제도 자체가 건설사가 돈이 없던 시절에 국민들한테 돈을 미리 받아서 지어서 분양하자는거였는데
지금은 청약 제도가 정말 필요하긴 한지 폐지를 고민해야 한다고 봄.",0,0,부정,"제도 불공정, 정부·정치 불신",,,Ugz7xnYuiNFsOgv_yMp4AaABAg
2026-09-14 07:52,가점을 더 주려 하거나 공급을 더 늘리려 생각 말고 분양가나 잡으라고...😢,0,0,부정,분양가·집값 부담,,,Ugy_L7Pg_Nne-lNBi994AaABAg
2026-09-13 21:58,당첨되도 살수있는 돈이 없네,0,0,부정,분양가·집값 부담,,,UgzLkDhJNf0DNH68K0Z4AaABAg
2026-09-13 21:50,미루고 미루다가 드디어 그저께 청약통장 만들었는데 머임,0,0,양가,,,유지,UgwuLLUzOMcNAOtOk_Z4AaABAg
2026-09-13 21:50,엄마가 나를 위해 만들어준 청약통장인데 과연 쓸모가 있을까?,0,0,양가,제도 불공정,,,UgwLEsA0xN3N9STD2nZ4AaABAg
2026-09-13 21:35,인구 분산 해야됌 서울 수도권 아파트가 비싸지 부산만 하더라도 5억이하 아파트 많음…,0,0,해당 없음,수도권 집중·지방·인구,,,UgyyAmR2-0XoOvgokV14AaABAg
2026-09-13 21:34,이곳 지방광역시는 빈집들이 넘쳐납니닼ㅋㅋㅋ 청약저축 필요가 없구요 해지하고 그돈씨 미국 etf에 꽉꽉 채워넣었습니다😊❤,0,0,부정,"대체 투자·낮은 금리, 수도권 집중·지방·인구",,해지,UgxjlCcGXuYKtfxIEXB4AaABAg
2026-09-13 21:30,1인가구 답이 없는건 맞음. 근데 유지금액을 조금낮춰서 2만원대로 해서 횟수를 늘리고 갖고 있다가 공공분양이나 공공임대를 지원하면 또 되긴되더라. 애초에 나는 1인가구라 민간아파트 꿈도 못꿨고 말도안되는 금액을 대출도 불가능하고 계약금도 말이 안되서 사실상 포기했는데 공공임대가 있길래 어? 한번해볼까 하고 배점 4점나왔는데 그게 되서 신축임대아파트 들어와서 살고는 있음. 입주민들이 몰상식한것들 많은줄 알았는데 다행히도 좌우 위 상식적인 사람들이 있는지 잘때 조용하고 거진 활발한 시간대에도 조용한편. 4달째 잘살고 있다. 닭장이니뭐니 좁아서 어떻게 사냐 하는데 약9평인데 은근 넓다.,0,0,긍정,"분양가·집값 부담, 대출규제·자금조달, 임대·대출우대 등 부가 기능, 수도권 집중·지방·인구",,유지,Ugw9Og4xlmZDyO-cHRZ4AaABAg
2026-09-13 21:28,당첨되면뭐하고 나이 한 40까지 ㅈㄴ게아껴도 대출안되고 뭐도안되고 개헬인데,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgzNBRrCnKnPH-3U9cF4AaABAg
2026-09-13 21:26,청약으로 신축간다는건 솔직히 웃긴이야기죠 ㅋㅋㅋ 청약은 오래된 집중에 집값 높은곳 꺼억할려고 하는건데 신축을 노린다? 그냥 말도안되는 소리 ㅋㅋㅋㅋ,0,0,부정,분양가·집값 부담,,,UgzpmHl9VPTzXF9p0Dd4AaABAg
2026-09-13 21:23,"곧 신혼인데 아무리 생각해도 아파트 가격이 말도 안되는데 저만 이상하게 생각한게 아니라는게 댓글들을 보고 느껴지네요. 

지방도 4-6억도 진짜 일반적인 월급쟁이들은 턱없이 높은거같은데 35 이후에나 결혼해야 가능할까 말까인데 이렇게 말하면 

눈이 높아 왜 신축이나 그나마 인프라형성된 좋은 아파트들만 고집하냐라는 부분만 꼬집는데 

요즘 오래된 곳에서 시작하면 누가 시집올려고할까요",0,0,해당 없음,"분양가·집값 부담, 수도권 집중·지방·인구",,,Ugww4cdP75jFriUo_TJ4AaABAg
2026-09-13 21:22,1인가구 청약통장 있으면 금액에 따라 연말정산 혜택이나 줘라 1인가구라고 세금 더 뜯지말고,0,0,양가,임대·대출우대 등 부가 기능,,,UgxRd_to1aXtnytfu2t4AaABAg
2026-09-13 21:19,평균 가점인 65.81 받으려면 45세까지 나랑 배우자가 한번도 집을 소유하지 않아야 하고 자식도 2명 필요하네,0,0,부정,"가점·당첨확률, 제도 불공정",,,UgwsfJVjtMDmFbu-OlN4AaABAg
2026-09-13 21:19,나도 집 살 생각 없어지니까.. 청약 필요없어서  걍 해약하고 달러로 바꿔서 미국 투자함,0,0,부정,대체 투자·낮은 금리,,해지,UgwLZLgepK_Nvc3SOl54AaABAg
2026-09-13 21:18,내친구 당첨됐는데 되도 문제더라 답없음 저거 ㅋㅋㅋㅋ,0,0,부정,가점·당첨확률,,,Ugxtrj1JPSOgz8-Om6Z4AaABAg
2026-09-14 01:46,이거만 보고 해지마세요 나중에 진짜 땅을치고 후회합니다,0,0,긍정,,,유지,UgwOqJCkrIvsr17YxsV4AaABAg
2026-09-13 21:16,ㅋ전나웃김 진짜...에혀,0,0,해당 없음,,,,UgzM4ZUlUcDlPcTcxFB4AaABAg
2026-09-13 21:14,"서울: 당첨이 안 되서 사실상 로또
지방: 당첨 필요 없어서 의미없음",0,0,부정,"가점·당첨확률, 제도 불공정",,,UgyxGCOUXhRDb15EJ5N4AaABAg
2026-09-13 21:12,장기 임대 주택이 있는데 청약할 이유가 없지.,0,0,부정,,,,UgxAYghyAuf8PDLhwBB4AaABAg
2026-09-13 21:09,"ㅋㅋㅋㅋ팔아서 돈 버는것도 못하게 해
대출도 막아
근저당 가능하게 법으로 바꿔주든가?",0,0,부정,대출규제·자금조달,,,Ugw0Gw4RoUUsKqrQ0ud4AaABAg
2026-09-13 21:04,일반 서민에게 청약만큼 당첨되면 삶의 안정감을 줄 수 있는 구조여야 하지만 대한민국 청약 구조는 그렇지가 않음..하다못ㄴ새 현재 당첨된다한들 비용이 너무 높거나 대출이 막히니깐 의미가 없지...,0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 제도 불공정",,,Ugwm39hMEOmDWYKUkFt4AaABAg
2026-09-13 21:03,자산을 형성할수있는 징검다리를 막아버리니 뭐 방법이 있나.. 그냥 대충 살아야지,0,0,부정,제도 불공정,,,UgzsP3vxb0ps7I-WIRx4AaABAg
2026-09-13 21:01,서울에만 사람이 다 모여드니 지방은 계속 떨어지고 수도권만 끝도없이 오르지,0,0,부정,수도권 집중·지방·인구,,,UgwJ84UIq9ZfwGhQ-i14AaABAg
2026-09-13 21:00,돈도 돈인데 청년주택으로 나온 것들 보면 실평수 고시원임.. 이돈을 내고 이정도 크기의 집에서 살기엔..;;;,0,0,부정,"분양가·집값 부담, 제도 불공정",,,UgzVIdrFSvRoG-KV4P94AaABAg
2026-09-13 20:59,"서울은 분양가가 10억후반이 스타트임 

연봉 각자 1억이하면 3억증여받아서는
서울, 경기 중, 하급지밖에못감",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 제도 불공정",,,Ugw-LbOc7I8_lSnTclR4AaABAg
2026-09-13 20:59,영산대 서정렬 교수님 시원시원 하시네 랜덤추첨제로 바꾸는거 아니면 의미없음 뭐 자꾸 기준을 추가해봐야 난이도만 높아짐,0,0,부정,"가점·당첨확률, 제도 불공정",,,UgyrUvms5ORBscjQF7p4AaABAg
2026-09-13 20:59,나도4년전에 바로해지함 의미가없음,0,0,부정,,,해지,UgzDJvKrX4p2_0Wj-r14AaABAg
2026-09-13 20:57,"가점제 너무 역차별 심해.  청약의 핵심은 추첨제인데, 거의 죄다 가점제야. 청약통장이 뭔 의미가 있어?",0,0,부정,"가점·당첨확률, 제도 불공정",,,UgxE82JMNCCINKprCDR4AaABAg
2026-09-13 20:54,청약통장 가입자는 가점 더주고 대출이율 더 낮게주면 나라에 돈 넣을 사람 아직 많습니다. 돈많은 이들의 탁상공론이 항상 모든 정책의 제일 큰 걸림돌입니다. 국민을 대변한다는 분들이 국민을 너무 몰라요.,0,0,부정,"가점·당첨확률, 제도 불공정, 임대·대출우대 등 부가 기능",,,UgxNjJjuaI5k13JjTxV4AaABAg
2026-09-13 21:17,"그냥 옛날노래 생각난다 어릴때 했던 
우리나라 망했다 망했다 망했다 우리나라 망했다 너때문에  그게 누구일까.. 이노래 아는 사람 좋아요",0,0,해당 없음,,,,UgzNf65yWTLZbSB22bt4AaABAg
2026-09-14 01:38,쉽게말해 더불어근저당이 사람들의 내집마련의 꿈을 박살내고있다 이거다,0,0,부정,"대출규제·자금조달, 정부·정치 불신",하락,,Ugxci2G4HIzG7Blqv754AaABAg
2026-09-14 01:25,이래서 사실상 부자 자식들을 위한 제도라 부르지..,0,0,부정,제도 불공정,,,UgzPcpvdg9zexLPtL_N4AaABAg
2026-09-14 01:08,"뭔 시세차익 드립치고잇냐
기본적으로 당첨되고 분양가 마련자체가 힘든거지 뭔 현실 ㅈ도 모르네",0,0,부정,분양가·집값 부담,,,UgyajQyIqE--8zwdR2R4AaABAg
2026-09-14 01:02,난 진즉에 해지함,0,0,부정,,,해지,UgzeFe2_Y9wqIEELiAt4AaABAg
2026-09-14 00:47,내가 정확히 이 생각으로 청약 딱 한 번 넣고 안 넣음.,0,0,양가,,,,Ugz7uw8SYeOgsoG1DWh4AaABAg
2026-09-14 00:31,수도권 집중현상으로 지방이나 수도권외곽지역은  미분양이 속출하는거지 저걸해소해야하는데..,0,0,부정,수도권 집중·지방·인구,,,Ugw3vG3kiFgMdGyvmBx4AaABAg
2026-09-14 00:27,결혼한 부부 우대 좋음..... 근데 어느정도 나이가 찼는데 싱글이어도 가점을 줘야 결혼을하지 ㅠㅠ,0,0,부정,제도 불공정,,,UgwuVo8xOtjNmv7W2rh4AaABAg
2026-09-14 00:09,게다가 이거 단리임,0,0,부정,대체 투자·낮은 금리,,,UgykSDrQXLKVtg8o1nl4AaABAg
2026-09-14 00:01,"당첨 되도 서울권은 들어갈 돈도 안되고 ㅋㅋㅋ 지방권은 분양가에서 마프 붙는데 ㅋㅋ 누가 하냐고? ㅋㅋㅋ

돈있는 사람은 청약이 안되고 돈없는 사람은 청약 되도 들어갈 돈이 없음 ㅋㅋㅋ 누굴 위한 청약인지 ㅋㅋㅋ",0,0,부정,"분양가·집값 부담, 제도 불공정",,,UgwRLhQxS0vfFAhBw5J4AaABAg
2026-09-13 23:43,저도 이번에 고등학생때부터 들었던 청약 깼어요. 당첨되도 집을 살 돈도 없고 써야할 돈도 많고  차라리 그돈으로 반은 급하게 쓸돈 쓰고 반은 다른 적금으로 갈아타고 했는데 뭔가 씁쓸하더라구요.... 저는 자가에는  연이 없나봐요.  기독교지만 만약이라도 다음 생이 있다면 거북이나 달팽이로 태어나고싶어요,0,0,부정,"분양가·집값 부담, 대체 투자·낮은 금리",,,Ugx2UDz57nUvznHmVY14AaABAg
2026-09-13 23:41,점수는 저소득층에게 몰아주지만 막상 당첨되고 나면 저소득층이라 못 들어가는 아이러니,0,0,부정,제도 불공정,,,UgyBkW-oSq8hu6swzhN4AaABAg
2026-09-13 23:38,"??? : 우와~  저 당첨이래요, 연봉 얹고 대출 얹고 부모님 등골 얹고 내 피땀 얹어서 계약금 5억을 내면 집을 준대요 ^^",0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,Ugyvlgr_QRTkAHL0UZ54AaABAg
2026-09-13 23:27,"청약 조건이 너무 괴랄함 아이2명 홀부모 수준은 되야 당첨될 난이도임 ㅋㅋㅋ
심지어 붙어도 계약금이랑 선납금에 세금에 대출이자에 계산 몇 번 해보면 유지 못할 금액인거 사이즈 나와서 시도도 못하는거임
심지어 규제지역이다? 40% 한도에.. LTV 제한이면 자동차 대출 신용대출 있으면 불리하고
당첨되고 대출 승인 안나면 진짜 곤란함",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 가점·당첨확률, 제도 불공정",,,UgzzE3BW2m4NtYMxI6V4AaABAg
2026-09-13 22:02,해지하지말고 담보대출 ㄱㄱ,0,0,긍정,대출규제·자금조달,,유지,UgzPwvz8qTeVx_Susrd4AaABAg
2026-09-13 23:26,미안한 얘기일수도 있지만 우리 부모세대 50-60 베이비붐이 다 더세상 가셔야 정상화 시작임,0,0,해당 없음,,,,Ugx_RIoKFrh4rwyK_PZ4AaABAg
2026-09-13 23:18,분양가 원가공개해라~ 말도 안되는 가격임,0,0,부정,분양가·집값 부담,,,Ugwsty8Ldkapw2B56ld4AaABAg
2026-09-13 23:14,대출이 안되는데 뭔 정책이야,0,0,부정,대출규제·자금조달,,,Ugx0wS5Jks9szVo1vyd4AaABAg
2026-09-13 23:12,걍 지수추종하고 집 살때 피주고 사는게 나을듯 당첨 안될 확률이 더 높은 통장에 천년만년 넣어두는것 보다는.....,0,0,부정,대체 투자·낮은 금리,,,UgxoR1msIC-cp9X1T914AaABAg
2026-09-13 22:58,내 돈으로 남의 대출 시켜주는셈,0,0,부정,대출규제·자금조달,,,UgzgMCnTuEJ9LLTkL1J4AaABAg
2026-09-13 22:52,2년 전에 청약 해지했는데 주변에서 왜 하냐고 난리 ㅋㅋ 근데 지방은 청약 안 해도 살 수 있는데 굳이 비싼 신축 왜 사~,0,0,부정,"분양가·집값 부담, 수도권 집중·지방·인구",,해지,UgxD8jgeYoGW3uK01IZ4AaABAg
2026-09-13 22:50,"진작에 처하지 뭐하다 이제하누 
이탈 시작되면 떠나간 사람이 뭐 돌아온다냐? ㅋ",0,0,해당 없음,,,,Ugw5LHvX-tXqB9y0dCp4AaABAg
2026-09-13 22:46,ㅈㄴ 웃긴게 조건은 파트타임 알바생정도여야되는데 연봉은 8천은 돼야댐 ㅅㅂ ㅋㅋㅋㅋㅋ,0,0,부정,제도 불공정,,,UgyfjRRmLI3MfHJN1Lx4AaABAg
2026-09-13 22:30,원래 납입연수가 깡패였는데 전세사기사건 국민들한테 전가시키려고 납입금액점수를 ㅈㄴ 올려버림. 제도에 구멍이 숭숭 뚫려있는 똥을 또 서민들한테 전가시킴,0,0,부정,제도 불공정,,,Ugx07JBZptO_NK5c3C94AaABAg
2026-09-13 22:17,대출도 막고  증여 상속세는 풀어준다며 몇십년전 가격 그대로인데 집값은 오르는데  어떻게 사,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",상승,,Ugw1-fNx8D1DqcNsWd94AaABAg
2026-09-13 22:16,"전 청약통장에 딱 200만 넣어놨습니다.
이렇게 해두면 제가 거래하는 은행의 주택담보대출 금리를 0.1% 낮춰주는 효과가 있거든요.",0,0,긍정,임대·대출우대 등 부가 기능,,유지,UgwhigtKHGGzwFLxGX54AaABAg
2026-09-13 22:12,민주당이 정권 잡으면 서민들 혜택보는 청약통장도 개똥이 되지만 그래도 그분들은 민주당뽑아야됨 왜? 국힘은 나쁜사람들이잖아~ ㅋㅋ,0,0,부정,정부·정치 불신,,,UgwBDQZzzdy6vfx6hgZ4AaABAg
2026-09-13 22:07,"애초에 집값이 2~3억대 정도가 아닌이상
어지간한 사람들은 청약으로 신축들어가는게 말이 안됨
뭐 대한민국 평균소득이 세후 300정도 그마저도 중위는 230정돈데
대출도 적거나 안되는데 이정도 월급으로 내집마련? 사실상 꿈도 못꿀일임 ㅋㅋㅋ",0,0,부정,"분양가·집값 부담, 대출규제·자금조달",상승,,UgyFYlvdRU6M9kERC0J4AaABAg
2026-09-13 19:03,"1. 1인가구도 큰사이즈살고싶음. 6평 7평 그런거말고 투룸쓰리룸살고싶다고..맨날 작은거만 지원가능이러니 안하지
2. 소득기준이 낮아야되는데 집값은 그소득인 사람이 할 가격이 아님
3. 대출 풀로 어케땡겼다치면....그 이자 감당이면 걍 월세 낼께.. 월세 5프로씩만 오르니까 10년 임대주택 이자뺑이랑 별차이없다
4. 평범한사람들은 못받아. 저소득이나 신혼부부나 식구많은집 말고 혼자 평범하게 살고 주거마련 적정세대인 3-40대는 청약이 그림의떡
5. 출퇴근이 너무힘든 위치들.. 자차있어야 가능한데 그것도 재산기준봐야하니ㅋㅋ
에휴 입아프다 나라에서 나오는 혜택은 어릴때 중소기업세금면제말곤 단 한번도 받아본적없음. 알바하고 사는사람들이 나보다 더벌기도 하더라",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 제도 불공정",,,Ugw4APNn3exDmERPglN4AaABAg
2026-09-13 23:27,해지가답이지,0,0,부정,,,해지,UgwlG6rPJAU-dbYYaK14AaABAg
2026-09-13 12:59,"청약통장 가입자 수를 늘리려면 간단함. 매수하고자 하는 주거형 부동산 매매가의 30%를 청약 통장 보유시 할인 혜택을 주는것임. 단 무주택자이며, 실거주 목적을 증명하는 사람에게만. 그럼 반대로 청약통장 가입자가 늘것임. 보유기간이 길수록 최대 50%까지 할인 혜택 부여한다면 청약통장 가입자수는 절대 감소하지 않음.",0,0,긍정,임대·대출우대 등 부가 기능,,유지,Ugwc_RvNfA4Y2FKbUyZ4AaABAg
2026-09-13 12:50,"청약통장 만들어도 , 결국 내돈 나가는거 똑같음. 존재 의미가 뭐가 있지?. 집사는데 대출받고, 내돈 수억나가는거 똑 같은데.",0,0,부정,대체 투자·낮은 금리,,,UgwGJl7D3Bh7nu0TtQ14AaABAg
2026-09-13 12:49,정부 정책이 잘못됐다는 뜻이지 뭐. 하나만 알고 둘은 망치는,0,0,해당 없음,정부·정치 불신,,,UgyX9t9x28AAQObvjkZ4AaABAg
2026-09-13 12:47,"새집은 6억이상이고 
대출규제는 연봉이 알바수준이고 ㅎ
한달에 300번다고 치면 아파트값으로 매달 150나가고 각종공과 관리비 나가면 뭐있냐? ㅎㅎㅎ",0,0,해당 없음,"분양가·집값 부담, 대출규제·자금조달",,,UgzQC7zny09vRFX03qd4AaABAg
2026-09-13 12:46,05:38 2030 타령 좀 고만해라.  40대의 많은 가장들도 집이 없어요 이사람아.,0,0,해당 없음,정부·정치 불신,,,Ugw0V_3IpANFebXpr5F4AaABAg
2026-09-13 12:45,미혼이지만 부모님과 살고있음. 현재 백수에다 형편이 어려워져(부모님께 손벌리기엔...) 연금보험을 깰까 청약을 깰까 빡세게 고민하고 있는데 이 영상보고 내일 청약깨러 가려고.,0,0,양가,"분양가·집값 부담, 대출규제·자금조달",,해지,UgwYVVKYDHhh36wKl0l4AaABAg
2026-09-13 12:44,우리나라는 맘에 안드는게 자꾸 나라에서 뭘 해주려고함. 성인이면 알아서 주택사고 알아서 노후 준비하는거지 국가 지원이 과함,0,0,해당 없음,정부·정치 불신,,,UgyMyYrKjjmy6G4EdrR4AaABAg
2026-09-13 12:41,근데 나는 장기적으로는 좋은 현상 같음.. 비생산적인 부동산에 다들 투기/투자 해서 시세차익 남길 바에야(물론 모든 사람이 다 그렇진 않다는 거 매우 인정!) 생산적 기업에 투자해서 선순환 하는게 더 좋을 듯! 물론 국내 기업이 더 건전해져야 하는 숙제가 남긴 했지,0,0,해당 없음,대체 투자·낮은 금리,,,UgyqmwDkzY1fGfFNCBx4AaABAg
2026-09-13 12:39,대체 어느나라가 2030이 내집마련 할 수 있다고 생각하냐? ㅋㅋㅋ 결국 그게 다 빚인데 죄다 그걸 원하니 부동산가격이 안 올라가고 배겨? ㅋㅋㅋ 다른나라가 보면 코메디 현상임 ㅋㅋㅋ,0,0,해당 없음,정부·정치 불신,,,UgxXtZm_8kmspnX0pAt4AaABAg
2026-09-13 12:37,"누구도 탓하지 마. 결국 우리나라 부동산 올린 사람들 다 돈에 눈먼 대한민국 국민들이니까. 주식,부동산 죄다 돈에 눈멀어서 시장이 이상해지지",0,0,해당 없음,,,,Ugzs8HAL-gXK0lswOAt4AaABAg
2026-09-13 12:33,이게 다 문죄명 때문이다!!!,0,0,해당 없음,,,,UgzL-4BCyeAaLAljxyh4AaABAg
2026-09-13 12:32,옛날이야기~,0,0,해당 없음,,,,UgxXEpXkPbsG2dwCtPB4AaABAg
2026-09-13 12:30,내 집 마련은 2030만의 문제가 아니예요...무주택 40대도 많답니다ㅜ,0,0,해당 없음,정부·정치 불신,,,UgypZgrLK6Wia4yv6nl4AaABAg
2026-09-13 12:30,청약은 항상 변한다 갖고있자 제발,0,0,긍정,,,유지,UgxUfu4TfpxZeBhRMcl4AaABAg
2026-09-13 18:16,지들이 쳐 올려놓고 ㅋㅋㅋㅋ,0,0,해당 없음,,,,UgywzhLD0EOsExzMMrh4AaABAg
2026-09-13 12:22,"난 저런 이유로 15년 전에 해지했는데 왜 이제야 저런 얘기가 나오는거야?
그냥 추첨제로 하면 될 걸 가지고 가점에 소득에 규제에 어휴",0,0,부정,"가점·당첨확률, 제도 불공정",,해지,UgyLgmOwRWlnrddgDJl4AaABAg
2026-09-13 12:22,대출도 막혀 시장가가 너무 높아 갚을수도 없어,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgwT9S7_hrJV_P4s7E14AaABAg
